"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка checkout с пустым полем код","1489","Проверка checkout с пустым полем Код","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.CheckoutInfoTest","Chrome","tests.CheckoutInfoTest","checkCheckoutWithEmptyPostalCode"
"Проверка логина с негативным логином и паролем","833","Проверка логина с пустым именем","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithEmptyUserName"
"","529","checkLoginWithNegativeCred1","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithNegativeCred1"
"Проверка checkout с позитивным Именем, Фамилией и кодом","1126","Проверка checkout с позитивным Именем, Фамилией и кодом","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.CheckoutInfoTest","Edge","tests.CheckoutInfoTest","checkPositiveCheckout"
"Проверка checkout с позитивным Именем, Фамилией и кодом","1412","Проверка checkout с позитивным Именем, Фамилией и кодом","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.CheckoutInfoTest","Chrome","tests.CheckoutInfoTest","checkPositiveCheckout"
"","887","checkLoginWithNegativeCred1","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithNegativeCred1"
"","1248","Проверка логирования + добавления товара + оформления заказа","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.EndToEndTest","Edge","tests.EndToEndTest","checkEndToEndTest"
"Проверка checkout с пустой фамилией","1581","Проверка checkout с пустым полем Фамилии","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.CheckoutInfoTest","Chrome","tests.CheckoutInfoTest","checkCheckoutWithEmptyLastName"
"Проверка выполнения logout","1652","Проверка, что logout выполнен","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LogoutTest","Chrome","tests.LogoutTest","checkLogout"
"Проверка корзины после добавления товара","1437","Проверка товара, который был добавлен в корзину","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.CartTest","Edge","tests.CartTest","checkCart"
"Проверка логина с позитивным логином и паролем","634","Проверка логина с позитивным логином и паролем","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Edge","tests.LoginTest","checkLoginWithPositiveCred"
"Проверка логина с пустым паролем","2066","Проверка логина с пустым паролем","SauceDemo suite","2026-06-10","passed","2026-06-10","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
